customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,segment,region
C001826,7,123,12210.25,4,5,4,454,Champion,KHULNA
C001827,9,111,11443.0,4,3,3,433,Loyal,DHAKA
C001828,38,116,11276.5,2,4,3,243,Hibernating,DHAKA
C001829,75,113,11245.0,1,4,3,143,Potential,BARISAL
C001830,37,110,11731.5,2,3,3,233,Hibernating,RANGPUR
C001831,4,114,12124.75,5,4,4,544,Champion,DHAKA
C001832,8,116,12342.25,4,4,4,444,Champion,BARISAL
C001833,41,99,8999.0,1,1,1,111,Potential,DHAKA
C001834,25,103,11867.0,2,2,4,224,Hibernating,DHAKA
C001835,25,100,9987.25,2,1,1,211,Hibernating,KHULNA
C001836,58,97,10469.75,1,1,2,112,Potential,DHAKA
C001837,44,107,10980.75,1,3,2,132,Potential,DHAKA
C001838,60,92,10600.0,1,1,2,112,Potential,BARISAL
C001839,35,119,11695.75,2,5,3,253,Hibernating,RANGPUR
C001840,87,93,8967.75,1,1,1,111,Potential,RAJSHAHI
C001841,7,97,10476.75,4,1,2,412,Hibernating,CHITTAGONG
C001842,13,125,12894.5,4,5,5,455,Champion,DHAKA
C001843,1,115,11731.0,5,4,3,543,Loyal,DHAKA
C001844,17,110,10600.75,3,3,2,332,Loyal,CHITTAGONG
C001845,18,135,14225.5,3,5,5,355,Loyal,KHULNA
C001846,5,108,10744.5,5,3,2,532,Loyal,RAJSHAHI
C001847,1,119,11813.5,5,5,4,554,Champion,DHAKA
C001848,8,128,14520.25,4,5,5,455,Champion,CHITTAGONG
C001849,10,125,13949.25,4,5,5,455,Champion,KHULNA
C001850,44,99,10485.25,1,1,2,112,Potential,RANGPUR
C001851,21,96,9377.0,3,1,1,311,Hibernating,KHULNA
C001852,7,102,10075.25,4,2,1,421,Hibernating,CHITTAGONG
C001853,14,103,10821.75,3,2,2,322,Hibernating,KHULNA
C001854,2,101,9660.5,5,2,1,521,Hibernating,DHAKA
C001855,43,105,10509.25,1,2,2,122,Potential,DHAKA
C001856,14,115,13379.0,3,4,5,345,Loyal,RAJSHAHI
C001857,29,124,12010.25,2,5,4,254,Hibernating,KHULNA
C001858,10,100,11281.5,4,1,3,413,Hibernating,KHULNA
C001859,38,116,12309.25,2,4,4,244,Hibernating,DHAKA
C001860,9,99,11255.0,4,1,3,413,Hibernating,SYLHET
C001861,48,110,14372.75,1,3,5,135,Potential,BARISAL
C001862,59,108,10887.25,1,3,2,132,Potential,SYLHET
C001863,32,105,10960.5,2,2,2,222,Hibernating,DHAKA
C001864,10,118,11469.25,4,4,3,443,Loyal,DHAKA
C001865,7,125,14319.5,4,5,5,455,Champion,SYLHET
C001866,14,101,9333.5,3,2,1,321,Hibernating,CHITTAGONG
C001867,7,102,9808.5,4,2,1,421,Hibernating,DHAKA
C001868,108,106,10920.75,1,2,2,122,Potential,RAJSHAHI
C001869,18,106,10800.0,3,2,2,322,Hibernating,BARISAL
C001870,35,111,12353.75,2,3,4,234,Hibernating,CHITTAGONG
C001871,12,127,13159.25,4,5,5,455,Champion,BARISAL
C001872,7,79,8734.5,4,1,1,411,Hibernating,KHULNA
C001873,27,114,10385.75,2,4,2,242,Hibernating,CHITTAGONG
C001874,24,107,11445.25,2,3,3,233,Hibernating,RANGPUR
C001875,20,133,14278.25,3,5,5,355,Loyal,DHAKA
C001876,26,116,13139.0,2,4,5,245,Hibernating,CHITTAGONG
C001877,44,97,10481.25,1,1,2,112,Potential,CHITTAGONG
C001878,1,107,12092.0,5,3,4,534,Loyal,CHITTAGONG
C001879,36,100,9879.75,2,1,1,211,Hibernating,RAJSHAHI
C001880,33,107,11150.0,2,3,3,233,Hibernating,RANGPUR
C001881,8,101,9546.75,4,2,1,421,Hibernating,CHITTAGONG
C001882,30,99,10340.0,2,1,2,212,Hibernating,DHAKA
C001883,1,100,11078.5,5,1,3,513,Hibernating,DHAKA
C001884,32,97,10898.5,2,1,2,212,Hibernating,RANGPUR
C001885,27,103,11156.0,2,2,3,223,Hibernating,CHITTAGONG
C001886,36,105,11806.75,2,2,4,224,Hibernating,CHITTAGONG
C001887,49,126,13050.5,1,5,5,155,Potential,DHAKA
C001888,22,115,11752.0,3,4,3,343,Loyal,DHAKA
C001889,1,101,10313.0,5,2,1,521,Hibernating,DHAKA
C001890,9,112,11897.25,4,4,4,444,Champion,CHITTAGONG
C001891,8,95,10234.5,4,1,1,411,Hibernating,RANGPUR
C001892,39,111,12301.25,1,3,4,134,Potential,DHAKA
C001893,23,103,10183.25,3,2,1,321,Hibernating,DHAKA
C001894,8,106,12565.5,4,2,4,424,Hibernating,CHITTAGONG
C001895,31,96,11571.5,2,1,3,213,Hibernating,CHITTAGONG
C001896,77,104,9454.75,1,2,1,121,Potential,BARISAL
C001897,9,121,13865.0,4,5,5,455,Champion,SYLHET
C001898,19,117,12975.75,3,4,5,345,Loyal,SYLHET
C001899,5,125,11735.5,5,5,3,553,Loyal,SYLHET
C001900,6,103,10737.75,5,2,2,522,Hibernating,RANGPUR
C001901,7,88,8201.0,4,1,1,411,Hibernating,KHULNA
C001902,26,122,13161.5,2,5,5,255,Hibernating,DHAKA
C001903,58,116,12890.25,1,4,5,145,Potential,DHAKA
C001904,24,106,10383.25,2,2,2,222,Hibernating,BARISAL
C001905,37,122,11969.0,2,5,4,254,Hibernating,DHAKA
C001906,83,112,12016.25,1,4,4,144,Potential,SYLHET
C001907,11,120,12342.25,4,5,4,454,Champion,BARISAL
C001908,8,113,11351.25,4,4,3,443,Loyal,DHAKA
C001909,28,95,10065.25,2,1,1,211,Hibernating,CHITTAGONG
C001910,29,92,9344.75,2,1,1,211,Hibernating,KHULNA
C001911,20,113,11472.0,3,4,3,343,Loyal,RAJSHAHI
C001912,53,115,12444.0,1,4,4,144,Potential,CHITTAGONG
C001913,35,94,11479.75,2,1,3,213,Hibernating,SYLHET
C001914,15,121,12527.75,3,5,4,354,Loyal,RANGPUR
C001915,25,103,11122.25,2,2,3,223,Hibernating,DHAKA
C001916,16,106,10392.75,3,2,2,322,Hibernating,KHULNA
C001917,10,122,11570.0,4,5,3,453,Loyal,DHAKA
C001918,16,114,13278.75,3,4,5,345,Loyal,DHAKA
C001919,5,114,13590.0,5,4,5,545,Champion,KHULNA
C001920,53,101,10871.75,1,2,2,122,Potential,DHAKA
C001921,34,99,10765.75,2,1,2,212,Hibernating,RAJSHAHI
C001922,7,127,12908.0,4,5,5,455,Champion,RANGPUR
C001923,34,109,11829.75,2,3,4,234,Hibernating,KHULNA
C001924,40,101,10895.25,1,2,2,122,Potential,CHITTAGONG
C001925,79,112,13012.0,1,4,5,145,Potential,RAJSHAHI
C001926,14,113,12107.0,3,4,4,344,Loyal,RAJSHAHI
C001927,5,117,12441.5,5,4,4,544,Champion,DHAKA
C001928,2,112,11354.0,5,4,3,543,Loyal,KHULNA
C001929,13,115,12716.25,4,4,5,445,Champion,RAJSHAHI
C001930,17,109,10401.75,3,3,2,332,Loyal,CHITTAGONG
C001931,21,118,12571.75,3,4,4,344,Loyal,CHITTAGONG
C001932,31,95,9333.75,2,1,1,211,Hibernating,CHITTAGONG
C001933,10,118,12283.5,4,4,4,444,Champion,CHITTAGONG
C001934,18,97,9831.75,3,1,1,311,Hibernating,SYLHET
C001935,1,110,11815.0,5,3,4,534,Loyal,DHAKA
C001936,18,109,10064.5,3,3,1,331,Loyal,KHULNA
C001937,8,111,11701.0,4,3,3,433,Loyal,CHITTAGONG
C001938,16,99,10830.25,3,1,2,312,Hibernating,KHULNA
C001939,12,119,12275.25,4,5,4,454,Champion,DHAKA
C001940,38,98,11301.0,2,1,3,213,Hibernating,SYLHET
C001941,10,109,12450.5,4,3,4,434,Loyal,RANGPUR
C001942,36,94,9032.25,2,1,1,211,Hibernating,RAJSHAHI
C001943,16,112,11819.0,3,4,4,344,Loyal,DHAKA
C001944,7,125,13792.5,4,5,5,455,Champion,CHITTAGONG
C001945,24,110,10507.75,2,3,2,232,Hibernating,DHAKA
C001946,22,104,12120.75,3,2,4,324,Hibernating,RAJSHAHI
C001947,14,98,9115.0,3,1,1,311,Hibernating,CHITTAGONG
C001948,13,104,10998.25,4,2,2,422,Hibernating,CHITTAGONG
C001949,28,91,8607.5,2,1,1,211,Hibernating,DHAKA
C001950,8,114,11731.25,4,4,3,443,Loyal,CHITTAGONG
C001951,17,110,11731.25,3,3,3,333,Loyal,DHAKA
C001952,45,116,13014.5,1,4,5,145,Potential,DHAKA
C001953,98,102,11713.75,1,2,3,123,Potential,KHULNA
C001954,9,94,9365.75,4,1,1,411,Hibernating,DHAKA
C001955,3,110,12459.5,5,3,4,534,Loyal,DHAKA
C001956,3,108,13230.75,5,3,5,535,Loyal,DHAKA
C001957,22,92,11845.5,3,1,4,314,Hibernating,DHAKA
C001958,24,99,9748.0,2,1,1,211,Hibernating,SYLHET
C001959,32,114,12458.5,2,4,4,244,Hibernating,BARISAL
C001960,30,89,8367.0,2,1,1,211,Hibernating,DHAKA
C001961,9,105,11216.5,4,2,3,423,Hibernating,CHITTAGONG
C001962,4,95,10207.0,5,1,1,511,Hibernating,RANGPUR
C001963,1,124,12820.25,5,5,5,555,Champion,DHAKA
C001964,1,91,10792.25,5,1,2,512,Hibernating,SYLHET
C001965,79,96,10025.75,1,1,1,111,Potential,DHAKA
C001966,32,129,12951.25,2,5,5,255,Hibernating,DHAKA
C001967,43,97,10799.5,1,1,2,112,Potential,CHITTAGONG
C001968,16,116,13269.0,3,4,5,345,Loyal,BARISAL
C001969,2,105,11460.25,5,2,3,523,Hibernating,BARISAL
C001970,39,105,11325.25,1,2,3,123,Potential,DHAKA
C001971,21,103,10465.0,3,2,2,322,Hibernating,DHAKA
C001972,29,97,9182.75,2,1,1,211,Hibernating,RANGPUR
C001973,11,110,10542.5,4,3,2,432,Loyal,BARISAL
C001974,16,120,12082.5,3,5,4,354,Loyal,RAJSHAHI
C001975,14,109,10673.5,3,3,2,332,Loyal,CHITTAGONG
C001976,10,118,12889.5,4,4,5,445,Champion,RAJSHAHI
C001977,24,104,12498.75,2,2,4,224,Hibernating,DHAKA
C001978,15,131,14350.25,3,5,5,355,Loyal,DHAKA
C001979,14,91,7629.5,3,1,1,311,Hibernating,BARISAL
C001980,13,115,12334.5,4,4,4,444,Champion,SYLHET
C001981,38,106,11915.5,2,2,4,224,Hibernating,KHULNA
C001982,78,116,13587.75,1,4,5,145,Potential,CHITTAGONG
C001983,4,109,12995.75,5,3,5,535,Loyal,DHAKA
C001984,5,105,11427.25,5,2,3,523,Hibernating,CHITTAGONG
C001985,12,107,11182.0,4,3,3,433,Loyal,CHITTAGONG
C001986,18,124,10917.25,3,5,2,352,Loyal,BARISAL
C001987,54,103,11008.5,1,2,2,122,Potential,CHITTAGONG
C001988,26,94,9599.25,2,1,1,211,Hibernating,DHAKA
C001989,12,123,13924.75,4,5,5,455,Champion,CHITTAGONG
C001990,13,110,10713.5,4,3,2,432,Loyal,DHAKA
C001991,40,91,10092.0,1,1,1,111,Potential,CHITTAGONG
C001992,27,119,11763.0,2,5,3,253,Hibernating,CHITTAGONG
C001993,5,89,9595.5,5,1,1,511,Hibernating,CHITTAGONG
C001994,21,100,9488.75,3,1,1,311,Hibernating,DHAKA
C001995,8,109,12511.25,4,3,4,434,Loyal,DHAKA
C001996,35,119,11973.75,2,5,4,254,Hibernating,DHAKA
C001997,9,99,11461.25,4,1,3,413,Hibernating,SYLHET
C001998,28,120,12160.25,2,5,4,254,Hibernating,CHITTAGONG
C001999,8,102,11154.25,4,2,3,423,Hibernating,CHITTAGONG
C002000,2,99,10852.25,5,1,2,512,Hibernating,DHAKA
C002001,1,115,14492.25,5,4,5,545,Champion,SYLHET
C002002,3,144,15047.5,5,5,5,555,Champion,RANGPUR
C002003,34,100,12067.75,2,1,4,214,Hibernating,RANGPUR
C002004,43,104,10358.25,1,2,2,122,Potential,KHULNA
C002005,3,124,13847.25,5,5,5,555,Champion,CHITTAGONG
C002006,14,119,13407.5,3,5,5,355,Loyal,CHITTAGONG
C002007,24,97,10159.0,2,1,1,211,Hibernating,DHAKA
C002008,44,90,9428.75,1,1,1,111,Potential,CHITTAGONG
C002009,10,105,11900.25,4,2,4,424,Hibernating,CHITTAGONG
C002010,20,94,7916.75,3,1,1,311,Hibernating,DHAKA
C002011,34,116,11440.0,2,4,3,243,Hibernating,DHAKA
C002012,19,104,9313.5,3,2,1,321,Hibernating,RANGPUR
C002013,1,112,12798.25,5,4,5,545,Champion,DHAKA
C002014,13,105,11230.75,4,2,3,423,Hibernating,DHAKA
C002015,7,125,13302.5,4,5,5,455,Champion,SYLHET
C002016,11,112,11348.25,4,4,3,443,Loyal,DHAKA
C002017,14,113,12702.75,3,4,5,345,Loyal,BARISAL
C002018,33,94,10486.75,2,1,2,212,Hibernating,CHITTAGONG
C002019,7,108,11831.75,4,3,4,434,Loyal,DHAKA
C002020,12,93,9450.25,4,1,1,411,Hibernating,CHITTAGONG
C002021,25,104,10668.75,2,2,2,222,Hibernating,RAJSHAHI
C002022,3,108,11643.0,5,3,3,533,Loyal,CHITTAGONG
C002023,10,94,9218.25,4,1,1,411,Hibernating,DHAKA
C002024,10,105,11961.0,4,2,4,424,Hibernating,RANGPUR
C002025,6,101,10120.25,5,2,1,521,Hibernating,CHITTAGONG
C002026,46,117,13836.25,1,4,5,145,Potential,CHITTAGONG
C002027,28,112,12132.25,2,4,4,244,Hibernating,DHAKA
C002028,65,111,11445.5,1,3,3,133,Potential,CHITTAGONG
C002029,18,89,8849.25,3,1,1,311,Hibernating,DHAKA
C002030,8,122,12834.75,4,5,5,455,Champion,CHITTAGONG
C002031,8,96,8678.5,4,1,1,411,Hibernating,RAJSHAHI
C002032,27,98,12131.75,2,1,4,214,Hibernating,KHULNA
C002033,70,118,12063.0,1,4,4,144,Potential,DHAKA
C002034,63,87,8350.75,1,1,1,111,Potential,CHITTAGONG
C002035,2,105,11321.75,5,2,3,523,Hibernating,DHAKA
C002036,63,92,11520.75,1,1,3,113,Potential,CHITTAGONG
C002037,23,119,12305.25,3,5,4,354,Loyal,DHAKA
C002038,29,107,11352.25,2,3,3,233,Hibernating,DHAKA
C002039,25,107,11194.5,2,3,3,233,Hibernating,CHITTAGONG
C002040,18,115,11178.75,3,4,3,343,Loyal,DHAKA
C002041,8,108,12029.0,4,3,4,434,Loyal,CHITTAGONG
C002042,14,124,15214.5,3,5,5,355,Loyal,DHAKA
C002043,39,119,13487.75,1,5,5,155,Potential,BARISAL
C002044,17,107,11399.5,3,3,3,333,Loyal,DHAKA
C002045,29,112,13060.75,2,4,5,245,Hibernating,RAJSHAHI
C002046,26,110,11132.75,2,3,3,233,Hibernating,DHAKA
C002047,36,118,12386.5,2,4,4,244,Hibernating,DHAKA
C002048,2,106,10622.0,5,2,2,522,Hibernating,CHITTAGONG
C002049,47,121,11056.5,1,5,2,152,Potential,DHAKA
C002050,20,94,12455.75,3,1,4,314,Hibernating,DHAKA
C002051,43,108,10603.0,1,3,2,132,Potential,DHAKA
C002052,10,114,11494.25,4,4,3,443,Loyal,CHITTAGONG
C002053,49,96,11263.25,1,1,3,113,Potential,RAJSHAHI
C002054,10,115,14307.75,4,4,5,445,Champion,DHAKA
C002055,4,108,11692.75,5,3,3,533,Loyal,BARISAL
C002056,36,86,9093.5,2,1,1,211,Hibernating,DHAKA
C002057,41,114,12856.5,1,4,5,145,Potential,DHAKA
C002058,20,108,9957.75,3,3,1,331,Loyal,SYLHET
C002059,6,124,13411.75,5,5,5,555,Champion,DHAKA
C002060,18,110,11867.5,3,3,4,334,Loyal,DHAKA
C002061,58,114,12823.25,1,4,5,145,Potential,CHITTAGONG
C002062,22,89,10045.75,3,1,1,311,Hibernating,BARISAL
C002063,9,109,12160.0,4,3,4,434,Loyal,DHAKA
C002064,46,124,14558.25,1,5,5,155,Potential,CHITTAGONG
C002065,152,94,9952.25,1,1,1,111,Potential,CHITTAGONG
C002066,58,93,10202.75,1,1,1,111,Potential,CHITTAGONG
C002067,32,98,10741.25,2,1,2,212,Hibernating,DHAKA
C002068,31,85,7904.25,2,1,1,211,Hibernating,DHAKA
C002069,18,96,10560.25,3,1,2,312,Hibernating,KHULNA
C002070,12,117,11546.75,4,4,3,443,Loyal,RAJSHAHI
C002071,12,93,9743.25,4,1,1,411,Hibernating,DHAKA
C002072,47,111,11050.25,1,3,2,132,Potential,KHULNA
C002073,30,109,11111.75,2,3,3,233,Hibernating,RANGPUR
C002074,40,109,11157.75,1,3,3,133,Potential,DHAKA
C002075,5,110,10935.5,5,3,2,532,Loyal,DHAKA
C002076,11,107,10647.0,4,3,2,432,Loyal,CHITTAGONG
C002077,56,95,9405.0,1,1,1,111,Potential,DHAKA
C002078,1,111,11637.75,5,3,3,533,Loyal,DHAKA
C002079,42,123,12739.25,1,5,5,155,Potential,CHITTAGONG
C002080,26,106,10371.25,2,2,2,222,Hibernating,KHULNA
C002081,10,117,12101.75,4,4,4,444,Champion,BARISAL
C002082,9,111,12564.25,4,3,4,434,Loyal,BARISAL
C002083,35,119,13346.0,2,5,5,255,Hibernating,RANGPUR
C002084,51,106,11109.0,1,2,3,123,Potential,RAJSHAHI
C002085,89,126,14582.0,1,5,5,155,Potential,DHAKA
C002086,8,139,13831.5,4,5,5,455,Champion,SYLHET
C002087,20,89,10609.5,3,1,2,312,Hibernating,DHAKA
C002088,20,109,10802.0,3,3,2,332,Loyal,DHAKA
C002089,28,110,10417.0,2,3,2,232,Hibernating,DHAKA
C002090,2,109,11003.0,5,3,2,532,Loyal,DHAKA
C002091,22,92,9320.25,3,1,1,311,Hibernating,DHAKA
C002092,25,109,11314.25,2,3,3,233,Hibernating,CHITTAGONG
C002093,40,111,10494.75,1,3,2,132,Potential,SYLHET
C002094,32,117,11656.5,2,4,3,243,Hibernating,DHAKA
C002095,23,113,13097.75,3,4,5,345,Loyal,DHAKA
C002096,41,111,12739.25,1,3,5,135,Potential,SYLHET
C002097,34,96,11102.0,2,1,3,213,Hibernating,DHAKA
C002098,11,106,10773.5,4,2,2,422,Hibernating,SYLHET
C002099,34,112,11241.5,2,4,3,243,Hibernating,BARISAL
C002100,28,126,13146.25,2,5,5,255,Hibernating,KHULNA
C002101,6,101,11680.5,5,2,3,523,Hibernating,DHAKA
C002102,13,106,9601.5,4,2,1,421,Hibernating,DHAKA
C002103,10,109,10157.0,4,3,1,431,Loyal,RANGPUR
C002104,5,111,11636.5,5,3,3,533,Loyal,RAJSHAHI
C002105,17,90,8562.5,3,1,1,311,Hibernating,SYLHET
C002106,6,111,12124.5,5,3,4,534,Loyal,BARISAL
C002107,2,112,11538.25,5,4,3,543,Loyal,CHITTAGONG
C002108,33,107,11377.25,2,3,3,233,Hibernating,CHITTAGONG
C002109,19,99,8493.5,3,1,1,311,Hibernating,DHAKA
C002110,3,116,11737.0,5,4,3,543,Loyal,CHITTAGONG
C002111,8,121,12818.5,4,5,5,455,Champion,DHAKA
C002112,83,133,14482.5,1,5,5,155,Potential,DHAKA
C002113,10,108,9425.0,4,3,1,431,Loyal,CHITTAGONG
C002114,27,103,10777.25,2,2,2,222,Hibernating,SYLHET
C002115,13,102,9786.5,4,2,1,421,Hibernating,KHULNA
C002116,130,110,11062.5,1,3,2,132,Potential,KHULNA
C002117,62,100,10536.25,1,1,2,112,Potential,CHITTAGONG
C002118,25,110,11926.75,2,3,4,234,Hibernating,CHITTAGONG
C002119,8,96,10203.5,4,1,1,411,Hibernating,BARISAL
C002120,17,111,11342.0,3,3,3,333,Loyal,DHAKA
C002121,16,103,9305.5,3,2,1,321,Hibernating,DHAKA
C002122,10,99,11535.25,4,1,3,413,Hibernating,DHAKA
C002123,8,122,12529.5,4,5,4,454,Champion,DHAKA
C002124,2,104,9204.5,5,2,1,521,Hibernating,SYLHET
C002125,3,116,12087.5,5,4,4,544,Champion,KHULNA
C002126,35,115,12286.25,2,4,4,244,Hibernating,RANGPUR
C002127,8,102,10223.75,4,2,1,421,Hibernating,RAJSHAHI
C002128,2,112,12125.25,5,4,4,544,Champion,DHAKA
C002129,2,122,15105.5,5,5,5,555,Champion,CHITTAGONG
C002130,48,114,12941.75,1,4,5,145,Potential,RANGPUR
C002131,1,108,11485.0,5,3,3,533,Loyal,DHAKA
C002132,128,109,11017.75,1,3,2,132,Potential,DHAKA
C002133,65,113,12408.25,1,4,4,144,Potential,DHAKA
C002134,16,111,10741.5,3,3,2,332,Loyal,CHITTAGONG
C002135,40,90,9273.5,1,1,1,111,Potential,KHULNA
C002136,25,128,13187.5,2,5,5,255,Hibernating,KHULNA
C002137,2,107,13700.75,5,3,5,535,Loyal,CHITTAGONG
C002138,8,94,9375.0,4,1,1,411,Hibernating,DHAKA
C002139,10,95,9544.25,4,1,1,411,Hibernating,DHAKA
C002140,43,113,12233.25,1,4,4,144,Potential,DHAKA
C002141,7,126,12961.25,4,5,5,455,Champion,DHAKA
C002142,28,114,10329.5,2,4,2,242,Hibernating,SYLHET
C002143,2,116,12374.25,5,4,4,544,Champion,DHAKA
C002144,46,94,9365.5,1,1,1,111,Potential,KHULNA
C002145,33,121,12815.75,2,5,5,255,Hibernating,RAJSHAHI
C002146,36,128,12692.0,2,5,5,255,Hibernating,RAJSHAHI
C002147,19,113,11469.75,3,4,3,343,Loyal,CHITTAGONG
C002148,29,90,9452.25,2,1,1,211,Hibernating,BARISAL
C002149,28,104,12567.0,2,2,4,224,Hibernating,DHAKA
C002150,72,115,12913.25,1,4,5,145,Potential,DHAKA
C002151,25,92,9946.0,2,1,1,211,Hibernating,CHITTAGONG
C002152,10,97,10641.5,4,1,2,412,Hibernating,BARISAL
C002153,3,112,10719.5,5,4,2,542,Loyal,DHAKA
C002154,5,99,10895.5,5,1,2,512,Hibernating,CHITTAGONG
C002155,16,105,10249.75,3,2,1,321,Hibernating,DHAKA
C002156,8,122,13183.5,4,5,5,455,Champion,BARISAL
C002157,1,121,12928.75,5,5,5,555,Champion,RANGPUR
C002158,8,108,10824.25,4,3,2,432,Loyal,CHITTAGONG
C002159,14,106,10623.0,3,2,2,322,Hibernating,CHITTAGONG
C002160,1,100,9865.75,5,1,1,511,Hibernating,KHULNA
C002161,19,101,9226.0,3,2,1,321,Hibernating,DHAKA
C002162,39,105,11061.0,1,2,2,122,Potential,DHAKA
C002163,30,112,11005.25,2,4,2,242,Hibernating,DHAKA
C002164,14,120,11226.25,3,5,3,353,Loyal,DHAKA
C002165,1,118,11432.25,5,4,3,543,Loyal,CHITTAGONG
C002166,114,114,11113.0,1,4,3,143,Potential,DHAKA
C002167,26,121,12613.5,2,5,5,255,Hibernating,DHAKA
C002168,19,115,12511.25,3,4,4,344,Loyal,KHULNA
C002169,20,104,10605.25,3,2,2,322,Hibernating,RANGPUR
C002170,52,97,12020.75,1,1,4,114,Potential,DHAKA
C002171,10,123,12851.25,4,5,5,455,Champion,SYLHET
C002172,12,121,10844.75,4,5,2,452,Loyal,CHITTAGONG
C002173,2,117,11386.25,5,4,3,543,Loyal,DHAKA
C002174,32,113,13544.0,2,4,5,245,Hibernating,SYLHET
C002175,10,115,11882.75,4,4,4,444,Champion,DHAKA
C002176,14,119,11636.75,3,5,3,353,Loyal,CHITTAGONG
C002177,32,114,11303.0,2,4,3,243,Hibernating,KHULNA
C002178,14,127,13383.25,3,5,5,355,Loyal,CHITTAGONG
C002179,8,118,13051.5,4,4,5,445,Champion,DHAKA
C002180,31,102,11217.0,2,2,3,223,Hibernating,SYLHET
C002181,14,134,14226.5,3,5,5,355,Loyal,RAJSHAHI
C002182,24,95,9979.0,2,1,1,211,Hibernating,RANGPUR
C002183,2,102,11181.5,5,2,3,523,Hibernating,RAJSHAHI
C002184,14,120,12494.25,3,5,4,354,Loyal,CHITTAGONG
C002185,3,102,12012.5,5,2,4,524,Hibernating,DHAKA
C002186,35,88,9065.75,2,1,1,211,Hibernating,BARISAL
C002187,14,90,10477.25,3,1,2,312,Hibernating,DHAKA
C002188,18,107,11022.25,3,3,2,332,Loyal,DHAKA
C002189,6,91,9577.0,5,1,1,511,Hibernating,RAJSHAHI
C002190,2,128,13770.75,5,5,5,555,Champion,DHAKA
C002191,10,113,11136.75,4,4,3,443,Loyal,DHAKA
C002192,3,112,12011.25,5,4,4,544,Champion,KHULNA
C002193,28,98,11118.0,2,1,3,213,Hibernating,DHAKA
C002194,55,108,11972.75,1,3,4,134,Potential,DHAKA
C002195,47,105,11769.75,1,2,3,123,Potential,CHITTAGONG
C002196,23,108,10549.0,3,3,2,332,Loyal,DHAKA
C002197,20,129,12762.25,3,5,5,355,Loyal,DHAKA
C002198,25,99,9511.25,2,1,1,211,Hibernating,CHITTAGONG
C002199,33,105,11755.0,2,2,3,223,Hibernating,SYLHET
C002200,58,105,10829.5,1,2,2,122,Potential,RAJSHAHI
C002201,14,118,11164.25,3,4,3,343,Loyal,SYLHET
C002202,3,106,11323.25,5,2,3,523,Hibernating,DHAKA
C002203,30,83,9117.75,2,1,1,211,Hibernating,SYLHET
C002204,5,113,11383.25,5,4,3,543,Loyal,DHAKA
C002205,31,92,10157.5,2,1,1,211,Hibernating,DHAKA
C002206,56,105,12659.25,1,2,5,125,Potential,DHAKA
C002207,34,107,11834.75,2,3,4,234,Hibernating,DHAKA
C002208,13,116,12721.0,4,4,5,445,Champion,CHITTAGONG
C002209,10,108,11187.25,4,3,3,433,Loyal,KHULNA
C002210,8,109,10751.75,4,3,2,432,Loyal,RAJSHAHI
C002211,18,126,12929.25,3,5,5,355,Loyal,DHAKA
C002212,61,106,11444.25,1,2,3,123,Potential,KHULNA
C002213,2,110,11565.0,5,3,3,533,Loyal,CHITTAGONG
C002214,61,121,13329.5,1,5,5,155,Potential,CHITTAGONG
C002215,20,131,14351.25,3,5,5,355,Loyal,CHITTAGONG
C002216,57,108,12597.0,1,3,4,134,Potential,DHAKA
C002217,20,111,12155.25,3,3,4,334,Loyal,RAJSHAHI
C002218,93,125,13205.0,1,5,5,155,Potential,DHAKA
C002219,10,100,10328.75,4,1,2,412,Hibernating,DHAKA
C002220,34,106,11402.75,2,2,3,223,Hibernating,DHAKA
C002221,33,93,9203.25,2,1,1,211,Hibernating,DHAKA
C002222,34,138,13439.75,2,5,5,255,Hibernating,CHITTAGONG
C002223,13,126,14123.75,4,5,5,455,Champion,DHAKA
C002224,128,106,11895.0,1,2,4,124,Potential,CHITTAGONG
C002225,56,104,11150.75,1,2,3,123,Potential,RANGPUR
C002226,14,119,11238.25,3,5,3,353,Loyal,DHAKA
C002227,10,108,12664.5,4,3,5,435,Loyal,DHAKA
C002228,2,100,10971.75,5,1,2,512,Hibernating,DHAKA
C002229,7,118,12298.75,4,4,4,444,Champion,DHAKA
C002230,13,114,11651.75,4,4,3,443,Loyal,BARISAL
C002231,21,95,9111.0,3,1,1,311,Hibernating,CHITTAGONG
C002232,22,89,8244.25,3,1,1,311,Hibernating,DHAKA
C002233,51,105,10681.5,1,2,2,122,Potential,BARISAL
C002234,14,109,12766.5,3,3,5,335,Loyal,RAJSHAHI
C002235,22,125,13322.0,3,5,5,355,Loyal,BARISAL
C002236,14,105,11112.25,3,2,3,323,Hibernating,KHULNA
C002237,12,107,11237.25,4,3,3,433,Loyal,BARISAL
C002238,20,113,12636.0,3,4,5,345,Loyal,DHAKA
C002239,70,112,12646.5,1,4,5,145,Potential,DHAKA
C002240,5,101,10872.75,5,2,2,522,Hibernating,RAJSHAHI
C002241,54,112,11338.25,1,4,3,143,Potential,DHAKA
C002242,24,92,8068.25,2,1,1,211,Hibernating,KHULNA
C002243,36,108,11485.25,2,3,3,233,Hibernating,BARISAL
C002244,15,131,13272.0,3,5,5,355,Loyal,RANGPUR
C002245,7,96,10368.0,4,1,2,412,Hibernating,KHULNA
C002246,17,111,12103.25,3,3,4,334,Loyal,DHAKA
